market,period,window,horizon,tail_prob,spec_name,dependent,spec,n_obs,r2,adj_r2,aic,bic,param,coef,std_err_hac,t_hac,pvalue_hac
bonds,baseline_2018,252,21,0.025,full,future_es,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,88,0.07000181758797619,-0.050777167140858115,-485.47250342085783,-458.2217984615976,const,0.08462949046968735,0.05039985055908391,1.6791615358159826,0.09312056605729974
bonds,baseline_2018,252,21,0.025,full,future_es,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,88,0.07000181758797619,-0.050777167140858115,-485.47250342085783,-458.2217984615976,dq_es,0.033789771863811435,0.03277015134726496,1.0311143059957695,0.3024872198432833
bonds,baseline_2018,252,21,0.025,full,future_es,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,88,0.07000181758797619,-0.050777167140858115,-485.47250342085783,-458.2217984615976,dr_es_concentration,-0.07729283333406284,0.05322526012226907,-1.4521832895979416,0.14645064779011793
bonds,baseline_2018,252,21,0.025,full,future_es,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,88,0.07000181758797619,-0.050777167140858115,-485.47250342085783,-458.2217984615976,current_es,-0.09231310156085237,1.1070072237702775,-0.08338979148342837,0.9335416054563461
bonds,baseline_2018,252,21,0.025,full,future_es,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,88,0.07000181758797619,-0.050777167140858115,-485.47250342085783,-458.2217984615976,current_rv_ann,-0.05935875520356795,0.2350550792698404,-0.25253125943058147,0.8006304553307665
bonds,baseline_2018,252,21,0.025,full,future_es,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,88,0.07000181758797619,-0.050777167140858115,-485.47250342085783,-458.2217984615976,current_hill_alpha,-0.0007970994286033382,0.003978259360005943,-0.20036386682494914,0.8411960165556067
bonds,baseline_2018,252,21,0.025,full,future_es,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,88,0.07000181758797619,-0.050777167140858115,-485.47250342085783,-458.2217984615976,n_assets,-0.002421545005913949,0.0021068365990954256,-1.149374852778637,0.2504014448060613
bonds,baseline_2018,252,21,0.025,full,future_es,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,88,0.07000181758797619,-0.050777167140858115,-485.47250342085783,-458.2217984615976,regime_covid,0.011736617172878548,0.006638739307599671,1.7678984863049376,0.07707787591703104
bonds,baseline_2018,252,21,0.025,full,future_es,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,88,0.07000181758797619,-0.050777167140858115,-485.47250342085783,-458.2217984615976,regime_2022_2023,0.007488646202917253,0.007185594236796982,1.0421749344777027,0.2973305818642882
bonds,baseline_2018,252,21,0.025,full,future_es,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,88,0.07000181758797619,-0.050777167140858115,-485.47250342085783,-458.2217984615976,regime_post_2024,0.0008748194721557448,0.0043704291682510705,0.20016786417930307,0.8413492992043827
bonds,baseline_2018,252,21,0.025,full,future_es,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,88,0.07000181758797619,-0.050777167140858115,-485.47250342085783,-458.2217984615976,near_2022_trade_break,0.014318160277616291,0.007378275699326311,1.9405835267071465,0.052308813811936104
bonds,baseline_2018,252,21,0.025,dq_only,future_var,dq_es,88,0.0007416008398910545,-0.010877682871273109,-578.8342830291289,-573.8796094001725,const,0.007174789192745903,0.0022533837544065076,3.184006798094445,0.001452516011200044
bonds,baseline_2018,252,21,0.025,dq_only,future_var,dq_es,88,0.0007416008398910545,-0.010877682871273109,-578.8342830291289,-573.8796094001725,dq_es,-0.0015302129932999405,0.0071318094822699855,-0.2145616757015344,0.8301090763529052
bonds,baseline_2018,252,21,0.025,dr_only,future_var,dr_es_concentration,88,0.0001481556495577241,-0.01147802858707525,-578.7820366075491,-573.8273629785926,const,0.007566600979826362,0.008118033510647472,0.9320731393757046,0.3512987284429041
bonds,baseline_2018,252,21,0.025,dr_only,future_var,dr_es_concentration,88,0.0001481556495577241,-0.01147802858707525,-578.7820366075491,-573.8273629785926,dr_es_concentration,-0.0014834161598718423,0.013939714981915926,-0.10641653446977122,0.9152518749573207
